the effect computers have on humans is by far a positive one and the outstanding intelligence computers provide must be embraced not feared and avoided whether we like it or not computers will be necessary to solve issues of the future besides for personal usage computers are highly beneficial the main reason people fear computers is because of the dangers is radiates which really isn reasonable when analyzed closely to not use such a complex and developed system such as the computer is completely irrational the computer is the future plain and simple it is inevitable that the computer and technology related to that paint the picture of the future of our world whether people like the concept or not computers will be necessity to solve the problems and calamities that will wreak havoc on the world in time computers can predict natural disasters and with that people in the area of the catastrophes destination can be evacuated lives can be saved computers can calculate pollution margins and provide solutions to the large amount of pollution humans release in the air and caps organization nature can be spared so much more can be attained by putting the computer to full use people must adapt to location technology or we will fall behind and watch our caps slip away this proves the effect computers have on people is not only positive but necessary to advance in an evergrowing world stepping down to a less global level of effects and to a more personal level proves to also be beneficial to humans computers in most cases do better work and create less error than humans themselves instead of requiring humans to work in dangerous locations such as deep water computers can be sent down to visualize the before unattainable areas also faster communication is extremely helpful in certain circumstances such as an occurrence in a workplace causing the area to be offlimits as member of the workplace can simply email his employer informing them of the accuracy and preventing them from putting themselves in danger or simply preventing men the trouble of a commute to work even from location to location with simply the press of caps people across the world can be of the accident foreign communication specifically by means of instant messaging can strengthen our tie with other nations in the fields of both business and government lastly finding information is so easy with a caps where would be without computers to find information rapidly we would be still going to the library and checking out books reading through page after page to find the information that would have taken less even a minute on a computer even a person agreed computer would have to admit that to be highly beneficial as you can see on even a less global level of use the computer still proves to have a positive effect on its users the one thing parents especially that fuels the negative opinion on computers is safety and reliability when these two topics are analyzed it is so simple to eliminate unreliability and danger of the computer installing a program of which there are infinite to choose from that allows good websites to be viewed and bad on potentially dangerous caps to be binded this eliminates all that is heard about online interactions and activity gone bad even without software to block dangerous websites computers are generally safe only nut out of nut websites includes content considered detriments to humans also of those nut nut provide reliable correct information those two statistics annihilate the question of safety and reliability that some users come to ponder that goes to show that the computers negative aspects can be eliminate leaving only the positives to remain in conclusion computers have a far more positive influence on users than negatives computers are the future and have even proven to save lives why wouldn somebody want to save the life of another also the benefits of caps or personal computers are too large and helpful to pass up lastly when viewed carefully computers are very reliable and can be made extremely safe which eliminates the main fear computers we have come so far to create such a safe beneficial and necessary device we must put it to use and by doing so better our own lives and the life of organization,16
computers have been one of technology greatest advances and yet one of society downfall originally thought to spread ideas and faraway places computers have been proven to do quick the contrary computers are dangerous devices and are targeting young wholesome kids it is the main reason why society is today predicting that this future generation is gobbling on an unsteady and weak foundation these devices the source of this mayhem must immediately be removes from society because they take away the true benefits of life have harmful effects on our health and support some of the country deadliest creditors firstly computers are linked with the crime of stealing the pleasures of childhood since date the amount of adolescent users has shot up percent amazing ll enough percent of parents polled admitted that their children spend at least nut hours on the computer everyday this takes away the pleasures or reading exercising spending time outside and hinging with friends and family these negative effects have an unhealthy toll on society especially teenagers the most frequent users as a result diet and exercise are curtailed raising the obesity number by percent and lock of outdoor or family activities have promoted antisocial caps this alarming rate out future generation month indeed be balancing on a cracked foundation in addition to limiting diet and exercise computers are also the source of yet another act as long as the computers are plugged they emit invisible wares of electromagnetic radiation these waves are linked to diseases and cancers use of computers have to cause braintumors and leukemia ass ll as brain disorder and cancers leukemia when caused at a young age is difficult to cusp and stunts the child development children exposed to at least nut hours a day to organization compared to the few who spend their time outdoors are nut times as likely to develop such possibilities the ultimate prevention to such rises is to to the rest of such causes computers and it completely lastly computers are harmful because they also a deadly we open as an adolescent unthinkingly says the web and chtrooms they are at risk of attack by thousands of children creditors prowling the web computers contain extremely valuable and secret information such as names birthdays genders and even social security numbers with one click accepting a stringers invite the online creditors hack into the child computer and oration such valuable information or the creditors month be less positive and attack directlyasking questions to the child themselves in fact a familiar story tells the unfortunate fare of one local caps girl who unknowingly chanted with an online stranger this online creditor smoothly invited her to the mall where they moved a couple devastating weeks later the girls remain in were found burned as the last deadly act the creditor performed on the teen three for computers are simply too dangerous a creditors thumbbook as they search for their next victim by removing the computer you eliminate the threats online creditors pose for your child and you as well it is amazing to learn that technology greats advancement the computer can unleash such harmful effects lack of engaging activities such as exercising and reading are stunted by the ever distracting computer its electromagnetic radiation attacks our health and lastly it supports the acts of the thousands of cruel sneaky online creditors awaiting your child on the web by removing the source of all these troubles those acts can be prevented and society month begin to the pain for reform,16
what computers stop you from doing is your homework in school but when you do something on the computer your not opposes to do you get stuck on a website you can get off your screen so what i trying to say is to don stay on the computer than just nut mink,16
dear editor computers are good for people because it really helps with they work and home work and other stuff,18
dear local newspaper caps my name is person ve just been informed about how people view computers and the effects of them in my opinion i find computers to be a very negative influence on sound kids teens and adults many harmful awareness come along with having one for one thing people being so hypnotized in this electrical device are finding lesser time to exercise and take care of themselves also to the only nature there experiencing is pictures online and not enjoying the full beauty of what we have left of out earth another negative outcome is that they start becoming more and more distant from their loved ones what happened to our society why can we think on our own anymore i truly strongly hope that what i saying will change the minds of some people thank you very much exercise is a very key aspect in anyones life especially growing kids and teens on the computer what exercise benefits are you getting stronger fingers a higher chance of syndrome caps caps percent of kids having caps problems like obesity have access to the internet acceding to person of the caps feel right with caps caps caps in hunington beach location when basically your giving yourself to the computers you month not have any thoughts at all of staying fir instead on some chips while typing caps caps benefits caps that game help with global warming by outside what you saw yesterday month not be there today breathing in some fresh natural air can really calm a stressed child out what ever happened to playing an endless sloth with side walk chalk and fresh or tag or just running around is it not cool anymore ah not cool to take care of yourself inspire yourself by writing poems about how you feel or draw a secretary now a days instead of caps liming a tree were climbing our mouse arrow to the next website there so much that we all take for granted that one day when you look back on t all your going to really miss those date days family time is so critical in anyones life without a family your nothing when did game night or family time disappear just because were in a society that says computers are completely normal everyday thing in a house doesn mean you family and friends arena a main priority to you anymore if you want to hangout a friends house don email about it walk caps there and get the full affect since when does a computer a family never if we got out of a fake reality caps there wouldn be relativity in our life caps you can regain a true life back with them caps you think more clearer just caps what makes a computer any better than life nothing ask yourself that so inconclusive i strongly believe that with this in you lives wee actually get dumber there more negative than positives in having a computer sure you could quickly send them a message or like caps but is it ever bad to do the good old fashion calling or sending letter i say again thank you for taking out your time to read this caps i changed you caps not whatever you do think about the next time your online and see what happens,18
organization caps are you there caps you hear me you never have that issue with computers it has come to my understanding that there is a dispute about the benefits of computers should we have them and advance them or not well i believe that computers are a necessity to an average person computers help everyone and make life easier sure there are telephones and other helpful electronics but caps they always prove trustworthy computers are always reliable whether its for homework or another reason computers provide easy interaction without breakups they make it easier to learn and if you are smart then they are safe without computers who knows where our society would be to begin computers allow people to have conversations with othersthat are halfway across the world there are a variety of applications that you caps choose from and they are all easy to use my personal proffered option is organization email i myself have family in location which is a whole continent away sure i could call them but my phone bill would be through the roof how else am i supposed to keep intact with my loved ones do you know how many others face the same problem through a recent study nut out of nut families in location say they have relatives that are far away that is percent of locations population imagine there was no computer for them to use phone companies would be in money and regular families would be living on the streets or worse they would lose any relationship with their family do you want that computers are easy to access and you caps interact with loved ones friends or new people it doesn get any better than that so which would you choose losing your family relations or keeping in touch via email and computer applications if that isn enough computers make it easy to learn new things and accomplish tasks i know that as a student of person other students and i need to type our homework at least three times a week just yesterday i had to type up a response a free writing choice and an entry for a history project imagine if we had to go back to using typewriters either homework wouldn be done or everyone would have a major lack of sleep both options are unacceptable plus computers are great for research if you have to look up a new country look at far away colleges or find out about the world why not visit your handy computer you could learn which college is right for you without leaving your house you could visit a new country without leaving town sure you could read a newspaper but answer me this where does the paper come from pup trees are killed for them computers are the easy environment friendly alternative for you if those two reasons dint convince you maybe this one will most people think computers are unsafe and that month be partly true but if you are smart or listen in school like me you will know that isn always the case in our school we are taught about the risks of computers and how to prevent any possible caps i sure most schools do in fact nine out of ten students say that when it comes to safety computers are rated an a everyone knows about hackers and so we avoid them my parents even say that for over thirty years they have never had a single issue or risk of safety when using a computer and neither have i caps are only powerful if you let them be and let them take control says caps an expert on the subject so if its safety you are worried about then don the kids of today and tomorrow know what is out there and how to stop the minor caps so why don we reap what we learned today are computers helpful and the best way to go for communication yes they are what is the best way to learn now things easily i believe the correct answer is computers what are safe even if some don agree it want phones no not television oh yes computers i see why you might think no they should be outside well let me tell you telephones and tv will keep them from that anyway at least computers don rot your brain well i have done my part i support computers and their advancement but it isn up to me is it no its not so please do your part by spreading the word its the right thing to do you know that you want to,17
i agree with the newspaper people are spending too much time on the computer and not exercising everyone knows computers addictive but people need to get out more but people making it more addicting by creating things such as never ending games and its distracting people from there life family work and exercise,17
nowadays the technological industries are taking over the modern society and are captivating users making them virtually addicted what good is that these indulged in the online world are less interactive and showed more signs of depression in recent studies also if you are sitting around on the computer all day you arena burning calories so you are gaining unnecessary weight that could easily be prevented going to the library is just as useful if not more useful than going on the internet lastly have you thought of the damaging affects romans cuber bullying violence in other words computers are just a negative waste of good money families are becoming less and less connected with each other who to blame its that big book of technology on your desk rather than socializing and just spending time with family and friends computer addicts choose to sit on their butts talking and gaming away they are teaching our family apart caps one location man on her two teenage children computer obsession i swear there on that thing for hours on end she claims in an arrival i was reading the other day it said that most people who suffer depression admitted to being online for atheist nut hours per day what does all of this go to show computers are abuse take them out of your child life or atheist limit them studies prove that percent of people who spend most of their day surfing the web have either overweight or just on the borderline of being overweight rather than going into the real world and experiencing life for themselves they look it up online and rely on other peoples opinions does this mean anything to you people who are overweight have a higher risk of aging and if not then they have some pretty health problems all because they dint want to breath like when in a library environment people tend to be more and more on task you month ask yourself the answer is simply that the is too expansive and distracting if you are in the library you can get in as much trouble you can play online games or even be looking at things that are inappropriate libraries he more credible sources and reliable information to study from not to mention you can go with a family friend of even be tutored computers don provide that going to the library is such a better solution i must admit i was before a computer addict and believe me the effects it has on people are atrocious now that ve moved on from that period of my life i can honestly say the addictive grasp it has on you is strong i know i also know first hand the rewards of being clean from this harmful drug per say i am more sociable than ever and i dealing with issues much better i am nut pounds and in the best shape of my life and i even made by schools cheer team i often go to the library to study and i must say i very proud of who ve become i was spending around nut hours online and getting on sleep if i can do it you can tool my name is caps and i a computer addiction survivor,17
i think that computers do benefit us they allow us to interact with people talk to family far away help us with school gives us easy access to information and much more people usually have family and friends who live away from each other and the computer allows us to interact with them the computer lets us email and instant message them play games against them be their friend on websites like facebook so you can see recent pictures of them its not easy to interact with family and friends who live so far away and the internet allows us to do that the computer doesn just let you talk to family and friends but it lets you meet new people and interact with new people from all over the world it lets you make new friends and play games with them or chat the computer really helps you to just stay in touch with other people and its a very easy and continent way to do so the next thing the computer helps us with is it entertains us children are very viper and after homework is done we don have anything to do so the computer lets us play games on it chat with friends watch movies and videos up load picture etc it does slot for us kids could hang out after school but if they can go on the computer it allows them want to go home where their parents know that their safe and away from drugs alcohol and other bad things they can get into just because kids like the computer that doesn mean that thats the only thing they do kids are very athletic always playing sports and always viper but the computer helps that go away they go to school for hours then go to basketball or football practice sometimes we just need a break the computer isn always fun but its very useful the computer helps us with school it allows us to type essays and projects it also allows us easy information to help write the essays websites like goodie and bing are easy websites to help us get good and accurate information about whatever the topic is that we are doing the computer is very useful when it comes to school as you can see the computer is very important in our lives and makes life slot easy and its your choice how much you want to spend on it but no matter what the computer defiantly benefits us,14
dear newspaper caps you month know a lot of people now a days are constantly on the computer and many people think its a problem well you should know the computer is helpful in many ways such caps learning entertainment and even weight that is just a few out of the hundreds of different things there is to do the computer can help you get in contact with realities you haven seen in a long time or maybe if you have been having some health problems you can go online to see what is wrong i remember my mom has been getting really dizzy and sick and her doctor told her everything was fine but in parent so my mom checked up what was wrong on the computer and found out she had a disease and when she went back to the doctors they figured out she really did and her on a medicine in my opinion the computer was on of the best inventions made it can be used for so many things you can also purchase items over the computer so now i hope you agree with my opinion and support the use of computers,16
